group_name,dataset_group,num_promoters,num_comparisons,similarity_score,correlation_score,similarity_category,correlation_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,correlation_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,correlation_std,mean_proximal_correlation,mean_distal_correlation,num_tfbs_types_found,status,error_msg
RANDOM_MGC_4964,Random,3,3,53.91,36.62,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,2.63,0.524,0.575,7.81,0.359,0.382,23.0,success,
RANDOM_MGC_4965,Random,3,3,49.87,56.91,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.9,5.84,0.441,0.633,27.99,0.474,0.792,21.0,success,
RANDOM_MGC_3776,Random,17,136,55.79,52.15,High Similarity,High Correlation,0.859,1.0,1.0,0.95,8.51,0.55,0.576,18.14,0.514,0.539,25.0,success,
RANDOM_MGC_4963,Random,5,10,51.8,49.12,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,7.99,0.518,0.517,15.25,0.504,0.461,23.0,success,
RANDOM_MGC_4966,Random,3,3,46.88,44.29,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,2.72,0.419,0.585,25.04,0.34,0.683,23.0,success,
RANDOM_MGC_4967,Random,3,3,54.25,47.63,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,12.51,0.519,0.598,10.25,0.411,0.629,22.0,success,
RANDOM_MGC_4968,Random,3,3,59.5,38.62,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,1.58,0.585,0.618,4.99,0.371,0.422,24.0,success,
RANDOM_MGC_4969,Random,4,6,54.94,39.51,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,6.02,0.498,0.67,16.11,0.317,0.577,21.0,success,
RANDOM_MGC_4970,Random,4,6,49.68,50.28,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,6.8,0.446,0.616,13.03,0.569,0.349,23.0,success,
RANDOM_MGC_4971,Random,4,6,52.91,51.18,High Similarity,High Correlation,0.96,0.95,1.0,0.95,10.11,0.503,0.591,19.13,0.486,0.572,23.0,success,
RANDOM_MGC_4973,Random,3,3,44.25,64.01,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,2.94,0.421,0.492,11.35,0.758,0.365,25.0,success,
RANDOM_MGC_4972,Random,4,6,48.2,44.7,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,6.78,0.443,0.572,20.77,0.375,0.615,23.0,success,
RANDOM_MGC_4974,Random,3,3,50.33,34.35,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,4.2,0.507,0.495,4.71,0.375,0.269,21.0,success,
RANDOM_MGC_4975,Random,4,6,52.22,57.14,High Similarity,High Correlation,0.96,0.95,1.0,0.95,7.22,0.518,0.532,18.49,0.585,0.54,23.0,success,
RANDOM_MGC_4976,Random,4,6,55.73,45.94,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.17,0.542,0.592,15.49,0.386,0.63,25.0,success,
RANDOM_MGC_4979,Random,3,3,51.74,56.79,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.04,0.483,0.598,4.31,0.623,0.439,27.0,success,
RANDOM_MGC_4977,Random,5,10,54.02,39.35,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,6.72,0.466,0.713,20.75,0.275,0.671,25.0,success,
RANDOM_MGC_4980,Random,4,6,53.67,46.74,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,14.43,0.465,0.704,21.54,0.385,0.66,21.0,success,
RANDOM_MGC_4981,Random,3,3,57.44,52.46,High Similarity,High Correlation,0.92,0.85,1.0,1.0,0.85,0.572,0.579,12.48,0.533,0.505,21.0,success,
RANDOM_MGC_4982,Random,3,3,47.21,37.77,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,4.42,0.424,0.585,21.68,0.368,0.4,23.0,success,
RANDOM_MGC_4978,Random,6,15,47.12,67.0,Moderate Similarity,High Correlation,0.967,1.0,1.0,1.0,7.84,0.45,0.52,12.25,0.689,0.626,30.0,success,
RANDOM_MGC_4983,Random,3,3,49.53,53.53,Moderate Similarity,High Correlation,0.92,0.85,0.95,1.0,16.85,0.47,0.556,6.61,0.575,0.443,24.0,success,
RANDOM_MGC_4986,Random,3,3,58.4,32.0,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,10.8,0.578,0.597,35.47,0.242,0.502,22.0,success,
RANDOM_MGC_4987,Random,3,3,59.04,64.07,High Similarity,High Correlation,0.92,0.85,1.0,0.9,2.41,0.522,0.75,20.4,0.625,0.678,22.0,success,
RANDOM_MGC_4984,Random,4,6,60.2,53.91,High Similarity,High Correlation,0.96,0.95,1.0,1.0,13.07,0.595,0.618,8.65,0.548,0.517,20.0,success,
RANDOM_MGC_4985,Random,3,3,53.51,52.01,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.4,0.521,0.567,5.28,0.568,0.408,24.0,success,
RANDOM_MGC_4988,Random,4,6,52.95,45.28,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,6.99,0.535,0.517,23.33,0.424,0.52,20.0,success,
RANDOM_MGC_4994,Random,3,3,52.17,57.35,High Similarity,High Correlation,0.92,0.85,1.0,1.0,8.02,0.471,0.64,11.96,0.552,0.624,21.0,success,
RANDOM_MGC_4990,Random,3,3,51.86,39.01,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,5.26,0.422,0.743,34.82,0.264,0.684,19.0,success,
RANDOM_MGC_4989,Random,3,3,50.92,46.61,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,10.04,0.508,0.511,26.59,0.479,0.437,21.0,success,
RANDOM_MGC_4991,Random,3,3,61.39,53.03,High Similarity,High Correlation,0.92,0.85,1.0,1.0,9.97,0.629,0.578,10.94,0.52,0.555,26.0,success,
RANDOM_MGC_4992,Random,3,3,44.7,56.82,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,3.56,0.419,0.512,14.3,0.472,0.793,25.0,success,
RANDOM_MGC_4993,Random,3,3,60.09,49.56,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,1.93,0.675,0.427,6.81,0.378,0.77,21.0,success,
RANDOM_MGC_4995,Random,3,3,48.49,47.55,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,13.1,0.495,0.46,24.07,0.502,0.413,22.0,success,
RANDOM_MGC_4999,Random,3,3,56.6,58.59,High Similarity,High Correlation,0.92,0.85,1.0,0.95,1.78,0.52,0.673,15.86,0.466,0.866,26.0,success,
RANDOM_MGC_4998,Random,3,3,49.88,45.31,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,3.86,0.531,0.425,11.15,0.418,0.535,22.0,success,
RANDOM_MGC_4997,Random,3,3,53.06,66.47,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.56,0.583,0.409,2.83,0.613,0.786,27.0,success,
RANDOM_MGC_4996,Random,4,6,48.84,43.91,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,8.39,0.486,0.495,20.72,0.363,0.617,25.0,success,
RANDOM_MGC_5000,Random,4,6,60.99,59.61,High Similarity,High Correlation,0.96,0.95,1.0,1.0,7.26,0.651,0.515,13.96,0.623,0.534,22.0,success,
RANDOM_MGC_5004,Random,3,3,58.41,90.38,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.7,0.582,0.588,2.51,0.944,0.81,24.0,success,
RANDOM_MGC_5001,Random,3,3,49.08,63.8,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,1.8,0.439,0.611,13.56,0.636,0.643,25.0,success,
RANDOM_MGC_5003,Random,3,3,56.05,49.92,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,3.58,0.525,0.644,9.19,0.444,0.627,23.0,success,
RANDOM_MGC_5002,Random,4,6,64.38,59.23,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.27,0.633,0.669,12.04,0.589,0.6,22.0,success,
RANDOM_MGC_5005,Random,3,3,63.05,53.08,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.28,0.567,0.78,3.92,0.523,0.549,22.0,success,
RANDOM_MGC_5006,Random,3,3,53.64,61.86,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.47,0.52,0.576,5.25,0.622,0.611,21.0,success,
RANDOM_MGC_5008,Random,3,3,49.66,54.75,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.95,2.86,0.489,0.514,19.22,0.654,0.298,24.0,success,
RANDOM_MGC_5009,Random,3,3,62.34,40.53,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,10.13,0.643,0.579,6.46,0.335,0.569,20.0,success,
RANDOM_MGC_5010,Random,3,3,52.28,56.07,High Similarity,High Correlation,0.92,0.85,1.0,0.9,10.07,0.486,0.609,27.44,0.566,0.549,26.0,success,
RANDOM_MGC_5007,Random,4,6,50.81,76.72,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,3.76,0.495,0.539,4.7,0.804,0.682,29.0,success,
RANDOM_MGC_5012,Random,3,3,51.65,31.25,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,4.31,0.553,0.432,26.37,0.281,0.385,21.0,success,
RANDOM_MGC_5011,Random,5,10,58.88,47.94,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,7.36,0.562,0.65,20.5,0.417,0.624,23.0,success,
RANDOM_MGC_5015,Random,3,3,45.15,56.04,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,12.14,0.427,0.509,4.69,0.588,0.495,22.0,success,
RANDOM_MGC_5016,Random,3,3,58.21,47.76,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,7.23,0.568,0.616,24.14,0.34,0.799,24.0,success,
RANDOM_MGC_5013,Random,4,6,55.47,48.4,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,6.25,0.552,0.562,16.7,0.49,0.471,27.0,success,
RANDOM_MGC_5017,Random,4,6,57.53,47.89,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,14.5,0.548,0.64,12.51,0.487,0.46,22.0,success,
RANDOM_MGC_5014,Random,6,15,53.76,41.68,High Similarity,Moderate Correlation,0.967,1.0,1.0,0.95,11.54,0.52,0.579,16.77,0.314,0.657,25.0,success,
RANDOM_MGC_5019,Random,3,3,63.42,34.36,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,4.82,0.615,0.678,21.15,0.282,0.488,22.0,success,
RANDOM_MGC_5018,Random,4,6,60.53,51.6,High Similarity,High Correlation,0.96,0.95,1.0,1.0,9.88,0.588,0.645,15.0,0.462,0.642,22.0,success,
RANDOM_MGC_5020,Random,4,6,49.29,56.49,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.9,6.46,0.452,0.587,25.65,0.477,0.77,24.0,success,
RANDOM_MGC_5023,Random,3,3,53.89,29.74,High Similarity,Low Correlation,0.92,0.85,1.0,0.9,6.78,0.516,0.592,29.0,0.266,0.371,23.0,success,
RANDOM_MGC_5024,Random,3,3,54.9,48.27,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,3.82,0.593,0.447,6.9,0.415,0.64,22.0,success,
RANDOM_MGC_5022,Random,4,6,53.59,36.63,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.39,0.455,0.724,17.39,0.316,0.483,25.0,success,
RANDOM_MGC_5025,Random,3,3,63.89,58.09,High Similarity,High Correlation,0.92,0.85,1.0,1.0,14.72,0.632,0.655,2.25,0.621,0.488,23.0,success,
RANDOM_MGC_5026,Random,3,3,44.51,38.04,Moderate Similarity,Moderate Correlation,0.92,0.85,0.95,1.0,15.65,0.385,0.586,10.5,0.323,0.514,22.0,success,
RANDOM_MGC_5027,Random,4,6,51.93,43.03,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,8.95,0.48,0.61,18.23,0.369,0.574,21.0,success,
RANDOM_MGC_5028,Random,4,6,51.87,72.08,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,8.29,0.503,0.556,7.11,0.804,0.526,25.0,success,
RANDOM_MGC_5031,Random,3,3,55.09,54.0,High Similarity,High Correlation,0.92,0.85,1.0,0.9,6.25,0.477,0.724,22.78,0.531,0.56,21.0,success,
RANDOM_MGC_5029,Random,4,6,56.8,49.77,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,5.38,0.565,0.574,18.21,0.395,0.737,23.0,success,
RANDOM_MGC_5030,Random,4,6,47.79,47.86,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,5.72,0.448,0.547,13.53,0.49,0.452,24.0,success,
RANDOM_MGC_5021,Random,9,36,50.01,41.96,High Similarity,Moderate Correlation,0.911,1.0,1.0,0.95,9.74,0.473,0.564,19.87,0.336,0.616,27.0,success,
RANDOM_MGC_5032,Random,3,3,58.19,53.93,High Similarity,High Correlation,0.92,0.85,1.0,0.9,2.7,0.65,0.423,20.2,0.417,0.826,21.0,success,
RANDOM_MGC_5036,Random,3,3,53.54,75.53,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.27,0.487,0.647,1.04,0.837,0.564,22.0,success,
RANDOM_MGC_5035,Random,3,3,59.32,45.06,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.11,0.659,0.44,4.49,0.58,0.149,24.0,success,
RANDOM_MGC_5033,Random,4,6,61.63,47.61,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,12.78,0.619,0.611,5.66,0.421,0.606,21.0,success,
RANDOM_MGC_5034,Random,4,6,62.24,42.89,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,3.04,0.658,0.539,16.54,0.394,0.51,24.0,success,
RANDOM_MGC_5037,Random,3,3,62.74,63.88,High Similarity,High Correlation,0.92,0.85,1.0,0.9,1.7,0.557,0.792,21.01,0.683,0.536,22.0,success,
RANDOM_MGC_5039,Random,3,3,58.24,58.64,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.35,0.577,0.594,6.0,0.656,0.423,19.0,success,
RANDOM_MGC_5040,Random,3,3,62.23,60.24,High Similarity,High Correlation,0.92,0.85,1.0,1.0,2.37,0.623,0.621,1.54,0.565,0.688,21.0,success,
RANDOM_MGC_5041,Random,3,3,46.49,61.0,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,8.01,0.422,0.566,5.83,0.612,0.605,25.0,success,
RANDOM_MGC_5043,Random,3,3,65.64,43.83,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,2.85,0.729,0.488,8.61,0.432,0.453,21.0,success,
RANDOM_MGC_5038,Random,6,15,52.25,54.7,High Similarity,High Correlation,0.967,1.0,1.0,1.0,7.43,0.51,0.552,12.08,0.562,0.513,27.0,success,
RANDOM_MGC_5042,Random,6,15,55.03,42.14,High Similarity,Moderate Correlation,0.967,1.0,1.0,0.95,10.12,0.546,0.561,15.59,0.379,0.52,24.0,success,
RANDOM_MGC_5046,Random,4,6,50.45,42.82,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,7.9,0.495,0.526,8.86,0.409,0.472,25.0,success,
RANDOM_MGC_5045,Random,4,6,48.28,65.77,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,8.59,0.458,0.541,5.69,0.672,0.624,26.0,success,
RANDOM_MGC_5044,Random,5,10,54.1,50.49,High Similarity,High Correlation,1.0,1.0,1.0,1.0,12.68,0.506,0.623,9.07,0.451,0.632,22.0,success,
RANDOM_MGC_5048,Random,3,3,60.17,60.26,High Similarity,High Correlation,0.92,0.85,1.0,1.0,2.3,0.609,0.585,13.68,0.622,0.556,24.0,success,
RANDOM_MGC_5049,Random,3,3,53.66,47.27,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,7.56,0.499,0.623,15.09,0.519,0.365,21.0,success,
RANDOM_MGC_5050,Random,3,3,60.86,56.11,High Similarity,High Correlation,0.92,0.85,1.0,0.95,3.99,0.55,0.744,15.05,0.538,0.615,22.0,success,
RANDOM_MGC_5052,Random,3,3,52.24,37.44,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,10.66,0.484,0.613,26.77,0.353,0.425,22.0,success,
RANDOM_MGC_5051,Random,4,6,52.78,61.08,High Similarity,High Correlation,0.96,0.95,1.0,1.0,13.06,0.527,0.531,13.43,0.685,0.437,26.0,success,
RANDOM_MGC_5054,Random,3,3,46.95,64.91,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,5.28,0.475,0.457,9.24,0.732,0.456,22.0,success,
RANDOM_MGC_5053,Random,4,6,62.03,43.64,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,10.25,0.579,0.718,16.65,0.414,0.489,23.0,success,
RANDOM_MGC_5055,Random,3,3,61.06,58.19,High Similarity,High Correlation,0.92,0.85,1.0,0.95,9.08,0.629,0.567,16.7,0.63,0.47,20.0,success,
RANDOM_MGC_5056,Random,5,10,47.45,46.95,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,10.68,0.452,0.527,15.3,0.449,0.518,27.0,success,
RANDOM_MGC_5057,Random,4,6,54.8,59.88,High Similarity,High Correlation,0.96,0.95,1.0,0.9,9.04,0.521,0.61,20.45,0.529,0.761,22.0,success,
RANDOM_MGC_5058,Random,3,3,53.89,59.61,High Similarity,High Correlation,0.92,0.85,1.0,0.9,4.64,0.57,0.467,26.79,0.622,0.536,22.0,success,
RANDOM_MGC_5059,Random,3,3,59.78,44.85,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,1.64,0.622,0.54,14.16,0.366,0.64,21.0,success,
RANDOM_MGC_5061,Random,3,3,62.81,53.9,High Similarity,High Correlation,0.92,0.85,1.0,1.0,9.86,0.637,0.607,9.32,0.591,0.417,24.0,success,
RANDOM_MGC_5062,Random,3,3,51.75,53.32,High Similarity,High Correlation,0.92,0.85,1.0,1.0,12.48,0.5,0.559,7.21,0.546,0.504,24.0,success,
RANDOM_MGC_5064,Random,3,3,66.27,61.75,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.83,0.674,0.637,6.29,0.726,0.365,22.0,success,
RANDOM_MGC_5060,Random,7,21,60.43,48.55,High Similarity,Moderate Correlation,0.943,1.0,1.0,0.95,8.04,0.606,0.6,17.27,0.475,0.509,26.0,success,
RANDOM_MGC_5066,Random,3,3,73.02,40.55,Very High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,6.3,0.748,0.688,19.09,0.349,0.538,23.0,success,
RANDOM_MGC_5065,Random,4,6,51.95,60.55,High Similarity,High Correlation,0.96,0.95,1.0,1.0,9.0,0.508,0.546,14.12,0.595,0.63,23.0,success,
RANDOM_MGC_5063,Random,6,15,55.08,62.62,High Similarity,High Correlation,0.967,1.0,1.0,0.95,6.82,0.527,0.606,19.87,0.628,0.621,24.0,success,
RANDOM_MGC_5067,Random,4,6,59.58,63.31,High Similarity,High Correlation,0.96,0.95,1.0,0.95,10.71,0.589,0.612,16.98,0.628,0.645,22.0,success,
RANDOM_MGC_5071,Random,3,3,56.04,64.59,High Similarity,High Correlation,0.92,0.85,1.0,1.0,11.19,0.547,0.591,7.14,0.651,0.635,22.0,success,
RANDOM_MGC_5070,Random,4,6,52.62,43.48,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.59,0.517,0.547,19.35,0.343,0.65,22.0,success,
RANDOM_MGC_5068,Random,6,15,51.24,57.81,High Similarity,High Correlation,0.967,1.0,1.0,1.0,7.25,0.511,0.515,10.74,0.561,0.617,25.0,success,
RANDOM_MGC_5072,Random,3,3,52.87,62.7,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.11,0.483,0.635,11.93,0.52,0.877,24.0,success,
RANDOM_MGC_5073,Random,2,1,57.88,29.59,High Similarity,Low Correlation,0.88,0.7,1.0,1.0,,0.6,0.529,,0.239,0.429,18.0,success,
RANDOM_MGC_5069,Random,6,15,59.37,52.59,High Similarity,High Correlation,0.967,1.0,1.0,0.95,6.39,0.57,0.648,16.28,0.488,0.613,22.0,success,
RANDOM_MGC_5075,Random,3,3,58.2,50.42,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.24,0.547,0.663,12.66,0.406,0.732,20.0,success,
RANDOM_MGC_5076,Random,3,3,59.18,44.44,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,1.61,0.583,0.613,25.54,0.33,0.712,23.0,success,
RANDOM_MGC_5077,Random,3,3,66.43,59.84,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.27,0.701,0.579,13.7,0.512,0.8,22.0,success,
RANDOM_MGC_5078,Random,4,6,49.95,55.59,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,9.05,0.435,0.65,11.03,0.493,0.703,22.0,success,
RANDOM_MGC_5080,Random,3,3,64.3,77.9,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,2.99,0.672,0.576,8.28,0.882,0.54,23.0,success,
RANDOM_MGC_5081,Random,3,3,51.34,63.95,High Similarity,High Correlation,0.92,0.85,1.0,1.0,2.61,0.533,0.467,14.47,0.557,0.831,24.0,success,
RANDOM_MGC_5079,Random,4,6,47.69,52.25,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,9.64,0.446,0.548,9.99,0.534,0.496,26.0,success,
RANDOM_MGC_5084,Random,3,3,68.38,60.8,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.48,0.712,0.617,5.94,0.695,0.405,24.0,success,
RANDOM_MGC_5085,Random,3,3,55.18,67.14,High Similarity,High Correlation,0.92,0.85,1.0,1.0,12.33,0.549,0.558,8.32,0.622,0.788,22.0,success,
RANDOM_MGC_5083,Random,4,6,50.03,52.48,High Similarity,High Correlation,0.96,0.95,1.0,0.9,9.94,0.499,0.503,20.63,0.465,0.665,27.0,success,
RANDOM_MGC_5082,Random,6,15,50.76,51.3,High Similarity,High Correlation,0.967,1.0,1.0,0.9,9.58,0.5,0.524,21.03,0.464,0.628,24.0,success,
RANDOM_MGC_5087,Random,3,3,58.45,47.24,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,6.54,0.591,0.568,10.76,0.359,0.738,23.0,success,
RANDOM_MGC_5086,Random,4,6,61.24,48.97,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,6.16,0.572,0.706,21.67,0.434,0.62,21.0,success,
RANDOM_MGC_5088,Random,4,6,46.93,60.03,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,9.94,0.413,0.6,10.07,0.581,0.645,23.0,success,
RANDOM_MGC_5089,Random,3,3,60.95,42.38,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,8.73,0.602,0.627,11.79,0.505,0.235,21.0,success,
RANDOM_MGC_5090,Random,3,3,51.85,56.71,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.6,0.548,0.45,14.01,0.554,0.597,25.0,success,
RANDOM_MGC_5092,Random,3,3,59.9,42.52,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,6.39,0.642,0.498,14.06,0.414,0.452,23.0,success,
RANDOM_MGC_5091,Random,4,6,60.94,70.26,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.05,0.574,0.691,3.98,0.686,0.742,23.0,success,
RANDOM_MGC_5094,Random,3,3,62.3,54.21,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.36,0.583,0.717,10.2,0.529,0.573,22.0,success,
RANDOM_MGC_5093,Random,5,10,55.38,38.81,High Similarity,Moderate Correlation,1.0,1.0,1.0,1.0,11.19,0.54,0.587,14.95,0.347,0.485,21.0,success,
RANDOM_MGC_5095,Random,3,3,54.15,51.34,High Similarity,High Correlation,0.92,0.85,1.0,1.0,10.84,0.547,0.529,11.27,0.44,0.685,23.0,success,
RANDOM_MGC_5096,Random,4,6,51.59,58.52,High Similarity,High Correlation,0.96,0.95,1.0,1.0,4.21,0.503,0.546,10.33,0.612,0.522,25.0,success,
RANDOM_MGC_5098,Random,3,3,63.14,40.2,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,7.72,0.629,0.636,6.82,0.37,0.477,22.0,success,
RANDOM_MGC_5097,Random,4,6,57.05,50.17,High Similarity,High Correlation,0.96,0.95,1.0,0.95,4.72,0.561,0.593,17.72,0.436,0.654,24.0,success,
RANDOM_MGC_5099,Random,3,3,56.13,70.17,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.89,0.511,0.68,9.16,0.693,0.722,22.0,success,
RANDOM_MGC_5102,Random,3,3,61.8,53.71,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.23,0.593,0.677,9.63,0.525,0.566,20.0,success,
RANDOM_MGC_5101,Random,3,3,62.77,67.37,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.15,0.696,0.467,1.12,0.72,0.565,22.0,success,
RANDOM_MGC_5100,Random,4,6,58.83,60.02,High Similarity,High Correlation,0.96,0.95,1.0,1.0,2.77,0.632,0.486,12.64,0.514,0.802,24.0,success,
RANDOM_MGC_5103,Random,4,6,44.16,48.04,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,12.68,0.354,0.647,23.87,0.387,0.698,24.0,success,
RANDOM_MGC_5104,Random,3,3,56.04,52.36,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.63,0.569,0.54,9.95,0.442,0.714,25.0,success,
RANDOM_MGC_5105,Random,4,6,54.54,52.86,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.71,0.52,0.605,11.11,0.489,0.622,22.0,success,
RANDOM_MGC_5106,Random,4,6,53.08,38.98,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,8.51,0.528,0.537,17.67,0.356,0.468,24.0,success,
RANDOM_MGC_5047,Random,24,276,56.52,51.06,High Similarity,High Correlation,0.842,1.0,1.0,0.95,9.46,0.554,0.592,18.26,0.508,0.516,29.0,success,
RANDOM_MGC_5107,Random,3,3,51.55,51.36,High Similarity,High Correlation,0.92,0.85,1.0,0.9,4.87,0.481,0.595,25.86,0.414,0.746,24.0,success,
RANDOM_MGC_5108,Random,3,3,63.63,72.1,High Similarity,Very High Correlation,0.92,0.85,0.95,1.0,15.09,0.635,0.64,7.69,0.739,0.679,21.0,success,
RANDOM_MGC_5111,Random,3,3,50.73,29.89,High Similarity,Low Correlation,0.92,0.85,1.0,0.95,3.03,0.488,0.553,18.11,0.245,0.424,25.0,success,
RANDOM_MGC_5112,Random,3,3,54.64,46.05,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,6.73,0.532,0.581,22.6,0.389,0.629,23.0,success,
RANDOM_MGC_5109,Random,4,6,48.31,33.12,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,14.88,0.452,0.556,25.58,0.227,0.573,22.0,success,
RANDOM_MGC_5110,Random,5,10,54.86,58.75,High Similarity,High Correlation,1.0,1.0,1.0,1.0,10.43,0.54,0.57,12.29,0.581,0.604,24.0,success,
RANDOM_MGC_5113,Random,4,6,64.86,60.9,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.06,0.652,0.642,14.62,0.53,0.794,22.0,success,
RANDOM_MGC_5114,Random,3,3,50.86,67.27,High Similarity,High Correlation,0.92,0.85,1.0,1.0,9.38,0.55,0.411,12.46,0.663,0.695,23.0,success,
RANDOM_MGC_5115,Random,3,3,44.8,58.79,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,5.8,0.402,0.556,4.69,0.602,0.555,24.0,success,
RANDOM_MGC_5116,Random,3,3,63.43,60.64,High Similarity,High Correlation,0.92,0.85,1.0,0.9,9.79,0.628,0.648,24.91,0.626,0.561,20.0,success,
RANDOM_MGC_5118,Random,3,3,56.08,38.93,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,12.21,0.571,0.538,19.57,0.253,0.708,20.0,success,
